title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2,latitude,longitude
"Stan Sarajevo - Centar, Marijin Dvor 44m2 - [Iznajmljivanje]",https://olx.ba/artikal/71794163,850.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,2.0,44.0,Namješten,4,Centralno (Plin),19.318181818181817,,
Koševsko/Centar - Trosoban stan CCA 70m2 - [Iznajmljivanje],https://olx.ba/artikal/71478663,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,1,Struja,12.142857142857142,43.873756,18.403539
NN Nekretnine : Dvosoban stan - Baščaršija - [Iznajmljivanje],https://olx.ba/artikal/67010587,850.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,2.0,68.0,Namješten,2,Struja,12.5,43.859981,18.426991
ON TIME izdaje: Garsonjera Sarajevo - Otoka - Avenija - [Iznajmljivanje],https://olx.ba/artikal/70025604,850.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,,37.0,Namješten,10,Struja,22.97297297297297,43.850166,18.360724
"PROSTOR izdaje: Dvosoban stan, 50m2, Stari Grad - [Iznajmljivanje]",https://olx.ba/artikal/71514077,850.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,50.0,Namješten,4,Ostalo,17.0,,
Stan na Kosevskom brdu - [Iznajmljivanje],https://olx.ba/artikal/71343420,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Apartman,2.0,70.0,Namješten,1,Centralno (Kotlovnica),12.142857142857142,,
"Stan Marijin Dvor , Opstina Centar 50m2 iznajmljivanje - [Iznajmljivanje]",https://olx.ba/artikal/71008759,850.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,50.0,Namješten,3,Plin,17.0,43.856095,18.41208
Stanovi i apartmani Sarajevo - Novo Sarajevo,https://olx.ba/artikal/71673713,850.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,58.0,Namješten,7,Centralno (gradsko),14.655172413793103,43.851559,18.394137
Stan Sarajevo - strogi Centar Baščaršija - Karedrala - [Iznajmljivanje],https://olx.ba/artikal/41473559,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,68.0,Namješten,2,Struja,12.5,43.859929,18.426707
"100914 Dvosoban stan za najam 63m2, Dolac Malta - [Iznajmljivanje]",https://olx.ba/artikal/71855333,850.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,63.0,Namješten,4,Centralno (gradsko),13.492063492063492,43.853986,18.380934
MODERNO RENOVIRAN DVOSOBAN STAN NA GRBAVICI - [Iznajmljivanje],https://olx.ba/artikal/71641090,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,56.0,Namješten,3,Struja,15.178571428571429,43.851123,18.397705
Izdavanje/ Stan/ dvosoban/ Novo Sarajevo/ Paromlinska/ Malta/ - [Iznajmljivanje],https://olx.ba/artikal/69429716,850.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,63.0,Namješten,4,Centralno (gradsko),13.492063492063492,43.854164,18.380676
"PROSTOR izdaje: Dvosoban stan, 63m2, Skenderija - [Iznajmljivanje]",https://olx.ba/artikal/71586789,850.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,63.0,Namješten,0,Plin,13.492063492063492,43.854653,18.416454
Stan Sarajevo - Centar - Cobanija - [Iznajmljivanje],https://olx.ba/artikal/71666594,850.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,44.0,Namješten,9,Centralno (Kotlovnica),19.318181818181817,,
"Lijep, dvosoban stan na atraktivnoj lokaciji, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/71738748,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,44.0,Namješten,4,Plin,19.318181818181817,43.858504,18.404823
Trosoban Stan Dobrinja Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71122202,850.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,78.0,Namješten,2,Centralno (gradsko),10.897435897435898,43.824535,18.350028
Opremljen trosoban stan/Ciglane/ Sarajevo Centar/76m2 - [Iznajmljivanje],https://olx.ba/artikal/71409838,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,76.0,Namješten,2,Centralno (gradsko),11.18421052631579,43.867177,18.408073
TOTAL PRO/ Trosoban stan 72 m2 / Otoka - [Iznajmljivanje],https://olx.ba/artikal/69108981,850.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,72.0,Nenamješten,17,Centralno (gradsko),11.805555555555555,,
NN Nekretnine : Trosoban stan - Breka - Centar - [Iznajmljivanje],https://olx.ba/artikal/60357996,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,72.0,Namješten,2,Centralno (gradsko),11.805555555555555,43.870368,18.421102
Stan Sarajevo - Centar (Izdavanje) - [Iznajmljivanje],https://olx.ba/artikal/71817637,850.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,50.0,Namješten,2,Struja,17.0,,
Stan Sarajevo Tibra Dvosoban 39m2 Slobodan od 01.11 - [Iznajmljivanje],https://olx.ba/artikal/68436034,850.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,39.0,Namješten,13,Centralno (Kotlovnica),21.7948717948718,43.840637,18.325899
Stanovi i apartmani Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70897345,850.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,69.0,Namješten,6,Centralno (gradsko),12.318840579710145,,
MY SPACE/ Stan sa garazom/ Cobanija/ RENOVIRAN/ 52 m2 - [Iznajmljivanje],https://olx.ba/artikal/70709161,890.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,52.0,Nenamješten,2,Centralno (Plin),17.115384615384617,,
Stan Sarajevo - Mejtaš - parking mjesto - [Iznajmljivanje],https://olx.ba/artikal/71645279,900.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,70.0,Namješten,2,Centralno (Plin),12.857142857142858,,
"Stanovi i p. prostoriBinježevo, novogradnja više stanov - [Iznajmljivanje]",https://olx.ba/artikal/70623211,900.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,50.0,Namješten,1,Struja,18.0,43.847408,18.242184
TOTAL PRO/ Trosoban stan 90m2 / Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/71855052,900.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,90.0,Namješten,1,Centralno (Plin),10.0,43.865221,18.432103
BAULAND/ Moderan renoviran stan 85m2/ Ilidža - [Iznajmljivanje],https://olx.ba/artikal/71767177,900.0,Ilidža,Renoviran,Iznajmljivanje,Stan,3.0,85.0,Namješten,2,Struja,10.588235294117649,43.810495,18.320138
"PROSTOR izdaje: Trosoban stan, 85m2, Stari Grad - [Iznajmljivanje]",https://olx.ba/artikal/71731667,900.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,85.0,Namješten,1,Plin,10.588235294117649,,
Nov četverosobna stan- kuca Nerkesijina Stari grad - [Iznajmljivanje],https://olx.ba/artikal/60252708,900.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,4.0,70.0,Namješten,0,Centralno (Plin),12.857142857142858,43.866185,18.431289
"Stan Sarajevo - Centar,Skenderija - [Iznajmljivanje]",https://olx.ba/artikal/69926280,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,80.0,Namješten,5,Centralno (Kotlovnica),11.25,43.855142,18.414237
"PROSTOR izdaje: Četverosoban stan sa garažom i balkonom, Mejtaš - [Iznajmljivanje]",https://olx.ba/artikal/70708613,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,100.0,Namješten,4,Centralno (gradsko),9.0,43.860024,18.421837
Trosoban stan - Stari grad - Bistrik - 71 m2 - [Iznajmljivanje],https://olx.ba/artikal/63660327,900.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,71.0,Namješten,5,Centralno (Plin),12.67605633802817,,
Dvosoban Stan Čekaluša 61m2 Najam - [Iznajmljivanje],https://olx.ba/artikal/71853925,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,61.0,Namješten,1,Centralno (Plin),14.754098360655735,43.863922,18.415997
Namjesten dvosoban Stan - Novi Grad 85m2 - [Iznajmljivanje],https://olx.ba/artikal/70404121,900.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,85.0,Namješten,1,Struja,10.588235294117649,43.862348,18.363726
Stan Sarajevo - Centar 55m2 - [Iznajmljivanje],https://olx.ba/artikal/71759396,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,55.0,Namješten,0,Struja,16.363636363636363,,
Stan Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/70922168,900.0,Ilidža,Novogradnja,Iznajmljivanje,Apartman,2.0,50.0,Namješten,2,Ostalo,18.0,43.855472,18.408615
Trosoban namješten stan - Centar - Skenderija - 80 m2 - [Iznajmljivanje],https://olx.ba/artikal/70278073,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,80.0,Namješten,6,Centralno (gradsko),11.25,,
"PROSTOR izdaje: Dvosoban stan, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/71559225,900.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,52.0,Namješten,1,Plin,17.307692307692307,,
Stanovi i apartmani Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71789950,900.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,54.0,Namješten,6,Centralno (gradsko),16.666666666666668,43.84794,18.361091
AD COMPANY izdaje: stan Ilidža - Lužani - [Iznajmljivanje],https://olx.ba/artikal/69655902,900.0,Ilidža,Renoviran,Iznajmljivanje,Stan,3.0,62.0,Namješten,2,Centralno (gradsko),14.516129032258064,43.840168,18.32466
"Lijep i lijepo uređen dvosoban stan, Otoka - [Iznajmljivanje]",https://olx.ba/artikal/70199655,950.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,55.0,Namješten,9,Centralno (gradsko),17.272727272727273,,
Stan Sarajevo Centar izdavanje - [Iznajmljivanje],https://olx.ba/artikal/69836625,950.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,74.0,Namješten,1,Struja,12.83783783783784,,
Renoviran Dvosoban Stan - Grbavica - Aleja lipa - 56m2 - [Iznajmljivanje],https://olx.ba/artikal/71390229,950.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,56.0,Namješten,1,Plin,16.964285714285715,43.852647,18.395262
Trosoban Stan 90m2 Bjelave Najam - [Iznajmljivanje],https://olx.ba/artikal/70222647,950.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,90.0,Namješten,1,Centralno (Plin),10.555555555555555,43.868748,18.423644
NN Nekretnine : Dvosoban stan - Marijin Dvor - Centar - [Iznajmljivanje],https://olx.ba/artikal/68282593,950.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,50.0,Namješten,1,Struja,19.0,,
Trosoban stan 70m2+garaža+parking Sarajevo Dobrinja C5 - [Iznajmljivanje],https://olx.ba/artikal/69723488,950.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,2,Struja,13.571428571428571,,
Najam Trosoban stan 90m2 Bardakčije - [Iznajmljivanje],https://olx.ba/artikal/70230188,950.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,90.0,Namješten,1,Centralno (Plin),10.555555555555555,43.868797,18.423665
"Prostran, namješten, dvosoban stan kod Katedrale - [Iznajmljivanje]",https://olx.ba/artikal/40476803,950.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,2.0,65.0,Namješten,2,Struja,14.615384615384617,43.85994,18.427069
Dvosoban stan - Novo Sarajevo - Hrasno - 60 m2 - [Iznajmljivanje],https://olx.ba/artikal/70446263,970.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,60.0,Namješten,14,Centralno (gradsko),16.166666666666668,,
MY SPACE/ Stan/ Stari Grad/ NAMJESTEN/ 80m2 - [Iznajmljivanje],https://olx.ba/artikal/71612979,990.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,80.0,Namješten,4,Centralno (Plin),12.375,,
Iznajmljujem adaptiran stan /Cengic Vila - [Iznajmljivanje],https://olx.ba/artikal/69183515,999.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,68.0,Namješten,0,Ostalo,14.691176470588236,43.851242,18.373402
"PROSTOR izdaje: Trosoban stan, Novi Grad - [Iznajmljivanje]",https://olx.ba/artikal/58051871,1000.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,0,Plin,13.333333333333334,43.828616,18.330289
"PROSTOR izdaje: Jednosoban stan, 43m2, Franjevacka - [Iznajmljivanje]",https://olx.ba/artikal/70065411,1000.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,1.0,43.0,Namješten,2,Ostalo,23.25581395348837,43.856121,18.432776
m2: Nova Otoka / dvosoban stan 50m2 / garažno mjesto 15 m2 - [Iznajmljivanje],https://olx.ba/artikal/71537595,1000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,50.0,Namješten,5,Centralno (Kotlovnica),20.0,,
"PROSTOR izdaje: Moderno namješten dvosoban stan, Otoka - [Iznajmljivanje]",https://olx.ba/artikal/71705229,1000.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,64.0,Namješten,6,Centralno (gradsko),15.625,,
Stanovi Apartmani Stan Ilidza - [Iznajmljivanje],https://olx.ba/artikal/71415650,1000.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,3.0,70.0,Namješten,2,Struja,14.285714285714286,43.830618,18.307736
"Lijepo uređen dvosoban stan, Čengić Vila - [Iznajmljivanje]",https://olx.ba/artikal/71440429,1000.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,1,Centralno (gradsko),18.51851851851852,43.847991,18.370027
Stan Sarajevo - Novi Grad - Čengić Vila 76m2 - [Iznajmljivanje],https://olx.ba/artikal/71853275,1000.0,Sarajevo - Novi Grad,Parcijalno renoviran,Iznajmljivanje,Stan,2.0,76.0,Namješten,1,Centralno (gradsko),13.157894736842104,43.853687,18.371228
Moderan dvosoban stan 52m2 sa garažom-Grbavica - [Iznajmljivanje],https://olx.ba/artikal/71813695,1000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,52.0,Namješten,2,Plin,19.23076923076923,43.848115,18.399714
Dvosoban Stan + garaža Sarajevo Bare Šip - [Iznajmljivanje],https://olx.ba/artikal/71736437,1000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,57.0,Namješten,1,Plin,17.54385964912281,,
Stan Sarajevo - Centar 55m2 Alipašina ulica - [Iznajmljivanje],https://olx.ba/artikal/69626127,1000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,55.0,Namješten,2,Struja,18.181818181818183,43.860558,18.411362
Trosoban Stan-Tibra Stup - [Iznajmljivanje],https://olx.ba/artikal/68636646,1000.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,3.0,58.0,Namješten,12,Centralno (Kotlovnica),17.24137931034483,,
"PROSTOR izdaje: Dvosoban stan, Grbavica - [Iznajmljivanje]",https://olx.ba/artikal/69435001,1000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,55.0,Namješten,1,Plin,18.181818181818183,,
Stanovi i apartmani Ilidža - [Iznajmljivanje],https://olx.ba/artikal/71599327,1000.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,58.0,Namješten,3,Plin,17.24137931034483,43.831929,18.308509
Dvosoban Stan-Otes Ilidža - [Iznajmljivanje],https://olx.ba/artikal/71715956,1000.0,Ilidža,Renoviran,Iznajmljivanje,Stan,2.0,52.0,Namješten,1,Ostalo,19.23076923076923,43.838493,18.298355
Centar Vrtovi sunca trosoban namješten stan 82m2 - [Iznajmljivanje],https://olx.ba/artikal/69463147,1000.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,3.0,82.0,Namješten,2,Centralno (Plin),12.195121951219512,,
"PROSTOR izdaje: Četverosoban stan sa balkonom, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/68599529,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,94.0,Namješten,2,Plin,10.638297872340424,43.858067,18.406764
Novogradnja Avenija Otoka dvosoban nov stan - [Iznajmljivanje],https://olx.ba/artikal/70984819,1000.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,42.0,Namješten,6,Centralno (Kotlovnica),23.80952380952381,43.849707,18.360448
Stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70121167,1000.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,58.0,Namješten,12,Centralno (gradsko),17.24137931034483,,
"Namješten stan od 51m2 sa baštom, uključene režije, Bistrik - [Iznajmljivanje]",https://olx.ba/artikal/65833471,1000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,1.0,51.0,Namješten,0,Struja,19.607843137254903,,
Stan Ilidža 80m2 - [Iznajmljivanje],https://olx.ba/artikal/71746579,1000.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,4.0,80.0,Namješten,1,Centralno (gradsko),12.5,43.842478,18.332947
"Najam: polunamješten stan Hrasno, Sarajevo - [Iznajmljivanje]",https://olx.ba/artikal/69262480,1000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,36.0,Polunamješten,5,Centralno (gradsko),27.77777777777778,43.848679,18.380615
Stan Sarajevo - Novi Grad - Dobrinja - [Iznajmljivanje],https://olx.ba/artikal/69157041,1000.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,51.0,Namješten,1,Centralno (gradsko),19.607843137254903,,
NN Nekretnine: Trosoban stan - Marijin Dvor - Centar - [Iznajmljivanje],https://olx.ba/artikal/65202917,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,67.0,Namješten,1,Struja,14.92537313432836,,
NN Nekretnine : Dvosoban stan - Avenija - Nova Otoka - [Iznajmljivanje],https://olx.ba/artikal/71686311,1000.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,50.0,Polunamješten,7,Ostalo,20.0,43.849848,18.360413
"ON TIME izdaje: Stan, dvosoban, Sarajevo, Skenderija - [Iznajmljivanje]",https://olx.ba/artikal/63991995,1000.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,48.0,Namješten,0,Struja,20.83333333333333,43.854848,18.419074
Stan Pofalici 120m2 sa parking mjestom - [Iznajmljivanje],https://olx.ba/artikal/71538883,1000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,4.0,120.0,Namješten,1,Centralno (Plin),8.333333333333334,43.86033,18.388792
Dvosoban stan - Centar - Branilaca Sarajeva - 62 m2 - [Iznajmljivanje],https://olx.ba/artikal/70852743,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,62.0,Namješten,2,Centralno (Plin),16.129032258064516,,
Stan Sarajevo/Mjesec Novi Grad Apartmani LUX S&M ll 130m2 - [Iznajmljivanje],https://olx.ba/artikal/68827444,1000.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Apartman,3.0,140.0,Namješten,2,Struja,7.142857142857143,43.844883,18.372454
"Stan Sarajevo + Garazno mjesto,u blzini SCC-a, 062375475 - [Iznajmljivanje]",https://olx.ba/artikal/71069786,1000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,47.0,Namješten,4,Plin,21.27659574468085,43.856137,18.412393
Dvosoban namješten stan - Centar - Čobanija - 50 m2 - [Iznajmljivanje],https://olx.ba/artikal/71578345,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,50.0,Namješten,0,Centralno (gradsko),20.0,,
"Prostran, namješten trosoban stan od 70m2 sa lođom, Breka - [Iznajmljivanje]",https://olx.ba/artikal/71296408,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,70.0,Namješten,1,Centralno (gradsko),14.285714285714286,43.871883,18.41936
"Četverosoban, polunamješten stan Grbavica - Novo Sarajevo! - [Iznajmljivanje]",https://olx.ba/artikal/71461186,1000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,4.0,96.0,Polunamješten,2,Centralno (gradsko),10.416666666666666,43.848388,18.386256
m2: Kovačići / Namješten trosoban stan 76m2 / Parking - [Iznajmljivanje],https://olx.ba/artikal/70570116,1000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,76.0,Namješten,2,Centralno (Plin),13.157894736842104,43.851139,18.405826
Stan Sarajevo - Novo Sarajevo 64m2 - [Iznajmljivanje],https://olx.ba/artikal/71730534,1000.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,64.0,Namješten,4,Centralno (gradsko),15.625,,
Stan Sarajevo - Drvenija-Centar - 96m2 - [Iznajmljivanje],https://olx.ba/artikal/71583744,1000.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,96.0,Namješten,6,Centralno (gradsko),10.416666666666666,43.856003,18.423469
Stanovi i apartmani Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/71546357,1050.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.153846153846153,,
AD COMPANY izdaje: stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/69704808,1100.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Plin,17.46031746031746,43.841064,18.340022
NN Nekretnine: Dvosoban stan - Mejtaš - Centar - [Iznajmljivanje],https://olx.ba/artikal/56774889,1100.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,54.0,Namješten,2,Struja,20.37037037037037,,
Adaptiran nenamješten stan od 84m2 u ulici Ćemaluša kod BKCa. - [Iznajmljivanje],https://olx.ba/artikal/70904162,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,84.0,Nenamješten,3,Plin,13.095238095238097,43.858315,18.422472
Centar/Mejtaš - Trosoban stan - 65m2 - CCA - [Iznajmljivanje],https://olx.ba/artikal/71657392,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923,,
Trosoban stan 64m2 - Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70589022,1100.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,64.0,Namješten,5,Centralno (gradsko),17.1875,,
Stan Ilidža - Mala Aleja - [Iznajmljivanje],https://olx.ba/artikal/66500421,1100.0,Ilidža,Renoviran,Iznajmljivanje,Stan,3.0,68.0,Namješten,4,Centralno (gradsko),16.176470588235293,43.829885,18.30708
Stan Socijalno Sarajevo Tower sa garažom - [Iznajmljivanje],https://olx.ba/artikal/71722435,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,2.0,62.0,Namješten,3,Centralno (gradsko),17.741935483870968,,
Stan Sarajevo - Novo Sarajevo 63m2 - [Iznajmljivanje],https://olx.ba/artikal/70788789,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Plin,17.46031746031746,43.856713,18.38283
Trosoban stan najam Breka Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/64742333,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,0,Centralno (Plin),14.666666666666666,43.870847,18.419476
"Dvosoban stan, Čengić Vila, 53m2 (režije uključene) - [Iznajmljivanje]",https://olx.ba/artikal/71523263,1100.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,53.0,Namješten,4,Centralno (gradsko),20.75471698113208,,
"PROSTOR izdaje: Trosoban stan, 78m2, Grbavica - [Iznajmljivanje]",https://olx.ba/artikal/71045076,1100.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,78.0,Namješten,2,Centralno (gradsko),14.102564102564102,43.849669,18.386342
"Trosoban stan 55 m2, Centar, pogled na Narodno pozoriste - [Iznajmljivanje]",https://olx.ba/artikal/71766893,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,55.0,Namješten,6,Struja,20.0,43.857928,18.42038
Dvoiposoban stan najam Mejtaš Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71399733,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923,43.861518,18.423666
MY SPACE/ Stan/ Socijalno/ NOVOGRADNJA/ NAMJESTEN/ 63 m2 - [Iznajmljivanje],https://olx.ba/artikal/70863810,1100.0,Sarajevo - Novo Sarajevo,Novogradnja,Iznajmljivanje,Stan,3.0,63.0,Namješten,3,Centralno (Plin),17.46031746031746,,
TROSOBAN STAN sa balkonom/Mejtaš/NAJAM - [Iznajmljivanje],https://olx.ba/artikal/71611287,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Ostalo,16.923076923076923,43.86173,18.42362
"AURA/ Stan 120m2 / 3+1 / Centar, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/66027294,1100.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,4.0,121.0,Namješten,2,Plin,9.090909090909092,43.859366,18.402236
Stanovi i apartmani Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71154341,1100.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,2.0,61.5,Namješten,2,Centralno (gradsko),17.88617886178862,43.832119,18.353213
Centar Mejtaš trosoban namješten renoviran stan 65m2 - [Iznajmljivanje],https://olx.ba/artikal/71177533,1100.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,65.0,Namješten,5,Centralno (gradsko),16.923076923076923,,
"Nov, renoviran, namješten dvosoban stan, Pofalići - [Iznajmljivanje]",https://olx.ba/artikal/70484433,1100.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,55.0,Namješten,16,Centralno (gradsko),20.0,43.854936,18.388741
Stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71634049,1100.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,64.0,Namješten,18,Centralno (gradsko),17.1875,43.850533,18.392106
