title,url,price_numeric,municipality,rooms,square_m2,equipment,description,price_per_m2
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693990,548800.0,"Četverosoban namješten stan novogradnja Stup, 78m2",Trosoban,78.0,"Balkon, Telefonski priključak, Struja, Lift, Internet","Stan je površine 78,24m2 i nalazi se na VI spratu stambene zgrade sa liftom, a koja ima ukupno VI spratova. Po strukturi stan je četverosoban. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i trpezarijom, jedne velike spavaće sobe, dvije manje spavaće sobe, balkona i kupatila. Stan se nalazi u novogradnji BH-BAU, a dodatno je adaptiran 2021. godine. Pod je laminat i keramika. Vanjska stolarija je PVC sa vanjskim žaluzinama i krovni prozori (VELUX), dok je unutrašnja stolarija drvena. Ulazna vrata su blindirana. Grijanje je etažno plinsko. Stan se prodaje kompletno namješten (osim tv-a iz jedne spavaće sobe). ID CODE: 13405 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",7035.897435897436
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=694025,882000.0,"Dva renovirana stana Drvenija, 74 m2, #12637",Jednosoban,74.0,"Plin, Kanalizacija, Telefonski priključak, Struja, Blindirana vrata, Kablovska TV, Internet, Podrum, Video nadzor","Stanovi su površine 45 m2 i drugi 29 m2 nalaze se na I spratu stambene zgrade bez lifta. Prvi stan površine 45 m2 je po strukturi dvosoban i sastoji se od hodnika, dnevnog boravka, kuhinje, spavaće sobe i kupatila. Stan je kompletno renoviran 2011. godine. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje u stanu je plinsko. Ulazna vrata su blindirana. Drugi stan površine 29 m2 je po strukturi jednosoban sastoji se dnevnog boravka, kuhinje sa trpezarijom i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je keramika. Grijanje je plinsko. Ulazna vrata su blindirana. Stan je kompletno renoviran 2011. godine. Stanovi se prodaju u kompletu. Ne postoji mogućnost zasebne prodaje. Posjeduju podrumsku prostoriju i baštu cca 70 m2. Zgrada posjeduje video nadzor haustora i ulice ispred zgrade. Stanovi se nalazi na jednoj od najatraktivnijih lokacija u gradu, neposredno pored fakulteta Političkih nauka, mosta Drvenija, kao i u blizini mnogih drugih kulturnih i svih neophodnih sadržaja. ID CODE: #12637 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",11918.918918918918
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693687,343000.0,"Jednosoban namješten stan novogradnja Stup, 34m2",Jednosoban,34.0,"Telefonski priključak, Namješten, Klima","""MY SPACE"" Nekretnine prodaju stan u Sarajevu, općina Ilidža, naselje Stup, u ulici Stupska. Stan je površine 34m2 i nalazi se na IX spratu u stambenoj zgradi sa dva lifta. Novogradnja iz 2004. godine. Po strukturi stan je jednosoban. Sastoji se iz hodnika. dnevnog boravka sa kuhinjom, spavaće sobe i kupatila. Vanjska stolarija je PVC. Unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je po potrošnji (kalorimetri), a posjeduje i klima uređaj. Orijentacija stana je jednostrana (jugoistok). Ulazna vrata su blindirana. Stan se prodaje namješten. Nalazi se liepoj lokaciji, u blizini gradskog prevoza i svih neophodnih sadržaja. Cijena namještenog stana je 175.000 KM ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 772 336 +387 66 499 822 http://www.nekretnine-myspace.com MY SPACE d.o.o. ﻿Registarski broj posrednika 02/2022 Mis Irbina br. 22 71000 Sarajevo ID CODE: 13956 Emir Hadžiefendić Mob: +38762772336 E-mail: emir@nekretnine-myspace.com www.nekretnine-myspace.com",10088.235294117649
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693735,232260.0,"Jednosoban stan Novi grad, 32m2",Jednosoban,32.0,"Centralno grijanje, Telefonski priključak, Struja, Internet","""MY SPACE"" Nekretnine prodaju stan u Sarajevu, općina Novi grad, u ulici Safeta Hadžića Stan je površine 32m2 i nalazi se na II spratu u stambenoj zgradi bez lifta. Po strukturi stan je jednosoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i ostave, kupatila. Vanjska stolarija je PVC. Unutrašnja stolarija je drvena. Grijanje je centralno gradsko - Toplane. Pod je parket i keramika. Ulazna vrata su blindirana. Cijena stana je 118.500 KM ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13896 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",7258.125
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693755,,"Dvosoban apartman Apart Hotel ""Pahulja"" Jahorina, 39m2",Jednosoban,39.0,"Struja, Lift","“MY SPACE” Nekretnine oglašavaju prodaju aparmana u sklopu apart hotela “PAHULJA”, lokacija Poljice-Jahorina. Apartman koji vam predstavljamo nosi oznaku AP3.A0, projektovane površine 39,20 m2, sprat prizemlje, dvosoban. Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i kuhinjom, spavaće sobe, lođe i kupatila. Za sve dodatne informacije kontaktirajte nas: 065 272 166 062 599 172 066 998 943 pahulja@nekretnine-myspace.com www.pahulja.com Detaljno: Zbog želje za izgradnjom objekta u kombinaciji drveta i kamena koji će ponuditi Jahorini moderan koncept zgrade po mjeri naših kupaca, odlučili smo obezbijediti vam maksimalno iskorišteno vrijeme u vrhunskoj novogradnji uz fantastične mogućnosti za nezaboravan odmor koji nudi Jahorina u bilo koje doba godine. Udaljenost od Aerodroma 28km, od Sarajeva 25km, od Pala 10km. Stanovnici će imati tu sreću da uživaju u nizu aktivnosti kao što su wellness te dječija igraonica, ali i aktivnosti koje im nudi blizina skijaške staze uključujući skijanje i snowboarding. Udaljenost od staze Poljice samo 100m, kao i blizina luksuznih i popularnih Hotela Termag i Rajska dolina, kao i Krčme te staze Poljine namijenjene planinarima, govore o odličnoj lokaciji na kojoj se gradi “Pahulja” Zgrada se sastoji iz Dvije lamele. Lamela A ima 24 apartmana, dok lamela B ima 42 apartmana. Funkcionalan i ekonomičan raspored 66 apartmana zajedno sa skijašnicom, obezbijeđen parking ispred objekta kao i garaža na etaži -1 i -2 te ekonomski opravdana cijena će našim budućim kupcima biti samo neki od razloga zbog kojih će svoje povjerenje ukazati nama za kupovinu apartmana iz naše ponude U našem wellness centru, kao vlasnik apartmana ostvarujete pogodnosti korištenja saune, parnog kupatila, masažnog centra, jacuzzija kao i mnoge druge! Idealno mjesto za Vas! Uz kupovinu apartmana u Pahulji, pripremili smo i zabavu za najmlađe u dječijoj igraonici kako biste nekoliko sati uživali u vremenu bez djece. Površina apartmana je od 38m2-58 m2. Zgrada se sastoji iz dva suterena u kojoj su smještena garažna mjesta i skijašnice, zatim suterena koji je u nivou prizemlja(ulaz u zgradu) koji se sastoji iz velikog Restorana, Welnessa, dječije igraonice, zatvorenog bazena 16x8 metara, ski rental, i recepcije 0/24h. OPIS Fasada: Fasada Pahulja Apart Hotela odiše elegancijom zahvaljujući upotrebi visokokvalitetnog Jablaničkog prirodnog kamena, Kamene vune od 20cm, rehau 81mm - troslojno staklo te Fundermax i Demit fasade. Ovi materijali ne samo da pružaju estetski dojam, već osiguravaju i izuzetnu termalnu izolaciju, stvarajući ugodnu atmosferu za naše goste. Enterijer: Unutar naših apartmana, gosti će uživati u vrhunskom doživljaju zahvaljujući Keramici 1 klase, Italian Gres i troslojnom hrastovom parketu. Ova kombinacija materijala stvara toplinu i sofisticiranost prostora, pružajući nezaboravan boravak u našem hotelu. Unutrašnja vrata: Eger iverica koristi se za izradu unutrašnjih vrata, osiguravajući dugotrajnost i estetski dojam. Ova vrsta vrata doprinosi elegantnom ambijentu svakog prostora unutar hotela. Ulazna vrata: Sigurnost je ključna, stoga smo odabrali protuprovalna ulazna vrata koja ne samo da čuvaju naše goste, već i pridonose sofisticiranom izgledu ulaza u hotel. Unutrašnja sanitarija: Hansgrohe česme i tuševi krase naše unutrašnje sanitarije, pružajući vrhunski doživljaj korišćenja vode uz Villeroy & Boch kvalitetna izrada ovih sanitarnih elemenata doprinosi luksuznom ambijentu naših kupatila. Galanterija: Panasonic galanterija unutra dodatno upotpunjuje doživljaj, pružajući modernu i visokotehnološku opremu koja čini boravak naših gostiju još ugodnijim i komfornijim. Recepcija Organizacija budućeg menađžmenta hotela, nudice vlasnicima posebnih jedinica različite opcije iznajmljivanja i održavanja istih putem recepcije našeg apart-hotela. ID CODE: 13866 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693771,,"Trosoban stan u novogradnji Palazzo Breka, 97m2",Dvosoban,97.0,"Balkon, Telefonski priključak, Struja, Lift, Klima","“MY SPACE” Agencija za nekretnine objavljuje prodaju trosobnog stana u Sarajevu u novogradnji “PALAZZO” naselje Breka u ulici Himze Polovine. Stan koji vam predstavljamo nosi oznaku S.13, površine 97,17 m2, nalazi se na prvom spratu objekta, trosoban, orjentacije sjever-zapad. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i trpezarijom, sobe 1, sobe 2, kupatila 1, kupatila 2 i balkona. Planirani završetak radova je 31.12.2025. godine. Za više informacija kontaktirajte nas: ID CODE: 13845 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693802,489020.0,"Dvosoban stan Dobrinja, 66 m2",Jednosoban,66.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja","""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Novi Grad, naselje Dobrinja V u ulici Ramiza Salčina. Stan je površine 66 m2 i nalazi se na VI spratu stambene zgrade sa liftom. Po strukturi je dvosoban. Sastoji se iz dnevnog boravka sa izlazom na balkon otvorenog pogleda, kuhinje sa trpezarijom, ostave, velike spavaće sobe i kupatila. Vanjska stolatrija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko sa kalorimetrima. Ulazna vrata su blindirana. Stan se nalazi u novogradnji i pogodan je rasporedom za prepraviti u trosoban. Cijena stana je 249.500 KM. Sve informacije mozete dobiti na slijedece brojeve telefona: +387 66 998 943 +387 62 772 006 +387 66 499 822 www.nekretnine-myspace.com MY SPACE Nekretnine ﻿Registarski broj posrednika 02/2022 Mis Irbina br.22 ﻿71000 Sarajevo ID CODE: 13792 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",7409.393939393939
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693937,,"Trosoban stan novogradnja Šip, 76 m2",Dvosoban,76.0,"Balkon, Telefonski priključak, Struja, Lift, Internet","""MY SPACE"" Nekretnine oglašava prodaju stana u novogradnji u Sarajevu, općina Centar, naselje Šip, u ulici Dejzina Bikića Stan koji vam predstavljamo nosi oznaku S7, trosoban, dostupan na 1, i 2 spratu, projektovane površine 76,34 m2. Sastoji se iz hodnika, kupatila, dnevnog boravka sa trpezarijom, kuhinje, dvije sobe i lođe. Vanjska stolarija je PVC. Unutrašnja stolarija je drvena. Pod je parket. Ulazna vrata su blindirana. Grijanje je na toplotne pumpe. Novogradnja se nalazi na atraktivnoj lokaciji, u blizini svih neophodnih sadržaja (škole, marketi, gradski prevoz), a od samog centra grada udaljena je cca 10 min vožnje Rok za završetak radova je 04.2025. godine Postoji mogućnost finansiranje putem banke ili kupovine na rate sa minimalno 30% učešća. . Mogućnost kupovine garažnog mjesta po cijeni od 24.000 KM sa PDV-om i parking mjesta ispred zgrade po cijeni od 12.000 KM sa PDV-om. Cijena sttana je na upit. ID CODE: #13764 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693974,455700.0,"Trosoban stan u novogradnji Lukavica, 96 m2, #13530",Dvosoban,96.0,"Balkon, Kanalizacija, Telefonski priključak, Struja, Kablovska TV, Internet","Stan je površine 96,79 m2 i nalazi se na I spratu stambene zgrade sa liftom. Po strukturi je trosoban. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i izlazom na balkon, dvije spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je na struju. Stan se nalazi u novogradnju. ID CODE: #13530 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",4746.875
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693981,778108.0,"Trosoban apartman u sklopu hotela Vučko Jahorina, 59m2, #58",Dvosoban,59.0,"Balkon, Kanalizacija, Centralno grijanje, Telefonski priključak, Struja, Lift, Blindirana vrata, Kablovska TV, Internet","""MY SPACE"" Nekretnine prodaju apartman u izgradnji sa spavaćom sobom u skolopu Aparthotela Vučko, na Jahorini. Apartman je površine 59,70 m2 i nalazi se na III spratu objekta. Sastoji se iz hodnika, dnevnog boravka, kupatila, veće spavaće sobe, manje spavaće sobe i balkona. Rok za završetak radova je 09.2023. godine. ✅ Lokacija ✅ Povrat investicije putem opcije rentanja ✅ Kompletan hotelski servis na usluzi ✅ Mogućnost korištenja hotelskog sadržaja Cijena apartmana je 396.994 KM sa PDV-om Sve informacije mozete dobiti na slijedece brojeve telefona: +387 66 998 943 +387 62 772 006 +387 66 499 822 www.nekretnine-myspace.com MY SPACE Nekretnine Mis Irbina br.22 71000 Sarajevo ID CODE: 58 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",13188.271186440676
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=694705,783804.0,"Stan sa garažom Breka, 106m2",Četverosoban,106.0,"Garaža, Balkon, Telefonski priključak, Struja, Internet","""MY SPACE"" Nekretnine prodaju stan sa garažom u Sarajevu, općina Centar, naselje Breka, u ulici Himze Polovine Stan je površine 106 m2 i nalazi se na III spratu stamben e zgrade bez lifta. Po strukturi je petosoban. Sastoji se iz dvije etaže. Prva etaža se sastoji iz hodnika, dnevnog boravka sa trpezarijom, kuhinje, dvije spavaće sobe od kojih jedna ima izlaz na veliki balkon otvorenog pogleda i kupatila. Druga etaža se sastoji od dvije spavaće sobe, kupatila i prostorije sa kaminom. Vanjska stolarija je zamijenjena PVC sa vanjskim žaluzinama. Unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje u stanu je etažno plinsko. Stan ima i svoju garažu, površine 13m2. Cijena stana sa garažom je 399.900 KM ﻿﻿﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13973 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",7394.377358490566
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=694720,,"Trosoban stan mejtaš, 110 m2",Dvosoban,110.0,"Balkon, Telefonski priključak, Struja, Internet, Podrum","""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Centar, naselje Mejtaš u ulici Mehmed-paše Sokolovića. Stan je površine 110 m2 i nalazi se na II spratu stambene zgrade austrougarske gradnje sa stropovima visine 3,20 m. Sastoji se iz hodnika, dnevnog boravka sa izlazom na balkon, kuhinje, trpezarije, dvije spavaće sobe, kupatila, toaleta i predsoblja. Posjeduje i podrumsku prostoriju. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je etažno plinsko. Stan je dvostrane orijentacije (sjever-jug). Ulazna vrata su blindirana. Stan se nalazi na atraktivnoj lokaciji u samom centru. Cijena stana je po dogovoru. ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 772 336 +387 66 499 822 http://www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13980 Emir Hadžiefendić Mob: +38762772336 E-mail: emir@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693696,411600.0,"Dvosoban stan u novogradnji Bulevar, 42 m2",Jednosoban,42.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Klima, Internet","""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Ilidža, naselje Bulevar u ulici Džemala Bijedića. Stan je površine 42,6 m2 i nalazi se na VII spratu stambene zgrade sa dva lifta. Po strukturi je dvosoban. Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i izlazom na balkon, spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko po potrošnji sa kalorimetrima. Posjeduje i klima uredjaj. Ulazna vrata su blindirana. Stan se nalazi u novogradnji Bulevaru. U stanu ostaje kuhinja. Cijena stana je 210.000 KM ﻿ Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13946 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",9800.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693718,627200.0,"Polunamješten dvosoban stan Hrasno, 60m2",Jednosoban,60.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Klima, Internet","""MY SPACE"" Nekretnine prodaju dvoiposoban stan u Sarajevu, općina Novo Sarajevo naselje Hrasno, u ulici Trg heroja. Stan je površine 60m2 i nalazi se na II spratu stambene zgrade bez lifta. Po strukturi je dvoiposoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i izlazom na ustakljeni balkon sa kliznim portalima i izlazom na ostavu, jedne spavaće sobe, druge dječije sobe i kupatila sa podnim grijanjem. Stan posjeduje 2 klima uređaja. Vanjska stolarija je PVC, unutrašnja drvena. Orijentacija je dvostrana. Pod je parket i keramika. Stan je u potpunosti renoviran i nalazi se na jako lijepoj lokaciji u blizini marketa, javnog prijevoza, parkova.. Cijena stana je 320.000 KM Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13919 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",10453.333333333334
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693760,656600.0,"Namješten apartman sa garažom Bjelašnica, 52 m2",Jednosoban,52.0,"Garaža, Telefonski priključak, Struja, Namješten, Internet","""MY SPACE"" Nekretnine prodaju dvosoban apartman na Bjelašnici u ulici Babin Do. Apartman je površine 52 m2 i nalazi se na prizemlju stambenog kompleksa. Po strukturi je dvosoban. Sastoji se od hodnika, dnevnog boravka sa kuhinjom i izlazom na balkon otvorenog pogleda na stazu. Vanjska stolarija je SCHUCO Alu, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je na struju. Ulazna vrata su blindirana. Apartman posjeduje svoju ostavu i skijašnicu. Cijena apartmana sa ostavom i skijašnicom je 335.000 KM ﻿﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13859 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",12626.923076923076
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693767,,"Dvosoban apartman Apart Hotel ""Pahulja"" Jahorina, 36m2",Jednosoban,36.0,"Struja, Lift","“MY SPACE” Nekretnine oglašavaju prodaju aparmana u sklopu apart hotela “PAHULJA”, lokacija Poljice-Jahorina. Apartman koji vam predstavljamo nosi oznaku AP1.B5, projektovane površine 35,62 m2, sprat 5, dvosoban. Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i kuhinjom, spavaće sobe, balkona i kupatila. Za sve dodatne informacije kontaktirajte nas: 065 272 166 062 599 172 066 998 943 pahulja@nekretnine-myspace.com www.pahulja.com Detaljno: Zbog želje za izgradnjom objekta u kombinaciji drveta i kamena koji će ponuditi Jahorini moderan koncept zgrade po mjeri naših kupaca, odlučili smo obezbijediti vam maksimalno iskorišteno vrijeme u vrhunskoj novogradnji uz fantastične mogućnosti za nezaboravan odmor koji nudi Jahorina u bilo koje doba godine. Udaljenost od Aerodroma 28km, od Sarajeva 25km, od Pala 10km. Stanovnici će imati tu sreću da uživaju u nizu aktivnosti kao što su wellness te dječija igraonica, ali i aktivnosti koje im nudi blizina skijaške staze uključujući skijanje i snowboarding. Udaljenost od staze Poljice samo 100m, kao i blizina luksuznih i popularnih Hotela Termag i Rajska dolina, kao i Krčme te staze Poljine namijenjene planinarima, govore o odličnoj lokaciji na kojoj se gradi “Pahulja” Zgrada se sastoji iz Dvije lamele. Lamela A ima 24 apartmana, dok lamela B ima 42 apartmana. Funkcionalan i ekonomičan raspored 66 apartmana zajedno sa skijašnicom, obezbijeđen parking ispred objekta kao i garaža na etaži -1 i -2 te ekonomski opravdana cijena će našim budućim kupcima biti samo neki od razloga zbog kojih će svoje povjerenje ukazati nama za kupovinu apartmana iz naše ponude U našem wellness centru, kao vlasnik apartmana ostvarujete pogodnosti korištenja saune, parnog kupatila, masažnog centra, jacuzzija kao i mnoge druge! Idealno mjesto za Vas! Uz kupovinu apartmana u Pahulji, pripremili smo i zabavu za najmlađe u dječijoj igraonici kako biste nekoliko sati uživali u vremenu bez djece. Površina apartmana je od 38m2-58 m2. Zgrada se sastoji iz dva suterena u kojoj su smještena garažna mjesta i skijašnice, zatim suterena koji je u nivou prizemlja(ulaz u zgradu) koji se sastoji iz velikog Restorana, Welnessa, dječije igraonice, zatvorenog bazena 16x8 metara, ski rental, i recepcije 0/24h. OPIS Fasada: Fasada Pahulja Apart Hotela odiše elegancijom zahvaljujući upotrebi visokokvalitetnog Jablaničkog prirodnog kamena, Kamene vune od 20cm, rehau 81mm - troslojno staklo te Fundermax i Demit fasade. Ovi materijali ne samo da pružaju estetski dojam, već osiguravaju i izuzetnu termalnu izolaciju, stvarajući ugodnu atmosferu za naše goste. Enterijer: Unutar naših apartmana, gosti će uživati u vrhunskom doživljaju zahvaljujući Keramici 1 klase, Italian Gres i troslojnom hrastovom parketu. Ova kombinacija materijala stvara toplinu i sofisticiranost prostora, pružajući nezaboravan boravak u našem hotelu. Unutrašnja vrata: Eger iverica koristi se za izradu unutrašnjih vrata, osiguravajući dugotrajnost i estetski dojam. Ova vrsta vrata doprinosi elegantnom ambijentu svakog prostora unutar hotela. Ulazna vrata: Sigurnost je ključna, stoga smo odabrali protuprovalna ulazna vrata koja ne samo da čuvaju naše goste, već i pridonose sofisticiranom izgledu ulaza u hotel. Unutrašnja sanitarija: Hansgrohe česme i tuševi krase naše unutrašnje sanitarije, pružajući vrhunski doživljaj korišćenja vode uz Villeroy & Boch kvalitetna izrada ovih sanitarnih elemenata doprinosi luksuznom ambijentu naših kupatila. Galanterija: Panasonic galanterija unutra dodatno upotpunjuje doživljaj, pružajući modernu i visokotehnološku opremu koja čini boravak naših gostiju još ugodnijim i komfornijim. Recepcija Organizacija budućeg menađžmenta hotela, nudice vlasnicima posebnih jedinica različite opcije iznajmljivanja i održavanja istih putem recepcije našeg apart-hotela. ID CODE: 13850 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693784,640920.0,"Četverosoban stan Otoka, 90 m2",Trosoban,90.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Internet","""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevu, općina Novi Grad, Naselje otoka u ulici Žrtava Fašizma. Stan je površine 90 m2 + dva balkona i nalazi se na X spratu stambene zgrade sa liftom. Po strukturi je četverosoban. Sastoji se iz hodnika, dnevnog boravka sa izlazom na otvoren balkon, kuhinje, trpezarije, degažmana, tri spavaće sobe i još jednog kupatila. Vanjska i unutrašnja stolaria su drvene. Pod je parket i keramika. Grijanje je centralno gradsko. Stan se nalazi na jako lijepoj lokaciji, u neposrednoj blizini tržnih centara, marketa, parkova, doma zdravlja kao i drugih sadržaja. Cijena stana je 327.000 KM ﻿﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13824 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",7121.333333333333
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693949,705600.0,"Trosoban renoviran i namješten stan Stari Grad, 64m2",Dvosoban,64.0,"Balkon, Telefonski priključak, Struja, Namješten, Klima, Internet","Stan je površine 64 m2 i nalazi se na III spratu stambene zgrade bez lifta. Po strukturi je trosoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i izlazom na balkon, veće spavaće sobe, manje spavaće sobe i kupatila. Stan je kompletno renoviran. Vanjska stolarija je PVC sa vanjskim žaluzinama. Unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je na struju-konvektori, a posjeduje i klima uređaj. Ulazna vrata su blindirana. Stan je na veoma atraktivnoj lokaciji, u neposrednoj blizini Baščaršije i prodaje se kompletno namješten. ID CODE: 888 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",11025.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693958,352800.0,"Trosoban renoviran stan Vogošća, 65 m2, #13636",Dvosoban,65.0,"Balkon, Plin, Kanalizacija, Telefonski priključak, Struja, Blindirana vrata, Kablovska TV, Internet","Stan je površine 65 m2 + dva balkona i nalazi se na II spratu stambene zgrade bez lifta. Po strukturi je trosoban. Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i izlazom na balkon, kuhinje sa izlazom na drugi balkon, toaleta, degažmana, dvije spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je etažno plinsko. Ulazna vrata su blindirana. ID CODE: #13636 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",5427.692307692308
